name,state_name,city,state,zip_code,phone
ST AGNES SCHOOL,PENNSYLVANIA,PITTSBURGH,PA ,15213,4126821129
ST AGNES SCHOOL,PENNSYLVANIA,TOWANDA,PA ,18848,5702656803
ST AGNES SCHOOL,PENNSYLVANIA,WEST MIFFLIN,PA ,15122,4124666238
ST AGNES SCHOOL,VIRGINIA,ARLINGTON,VA ,22207,7035275423
ST AGNES SCHOOL,WEST VIRGINIA,CHARLESTON,WV ,25304,3049254341
ST AGNES SCHOOL,WISCONSIN,BUTLER,WI ,53007,2627814996
ST AGNES-SACRED HEART SCHOOL,PENNSYLVANIA,SELLERSVILLE,PA ,18960,2152573571
ST AIDAN SCHOOL,NEW YORK,WILLISTON PARK,NY ,11596,5167466585
ST ALBAN ROE SCHOOL,MISSOURI,WILDWOOD,MO ,63038,6364586084
ST ALBANS CHRISTIAN ACADEMY,NEW YORK,SAINT ALBANS,NY ,11412,7184657176
ST ALBANS COUNTRY DAY SCHOOL,CALIFORNIA,ROSEVILLE,CA ,95678,9167823557
ST ALBANS EPISCOPAL DAY SCHOOL,TEXAS,HARLINGEN,TX ,78550,9564282326
ST ALBANS PRESCHOOL,NEW JERSEY,OAKLAND,NJ ,07436,2013375928
ST ALBANS PRESCHOOL & KINDERGARTEN,ARIZONA,TUCSON,AZ ,85750,5202962043
ST ALBANS SCHOOL,DISTRICT OF COLUMBIA,WASHINGTON,DC ,20016,2025376440
ST ALBERT CATHOLIC SCHOOLS,IOWA,COUNCIL BLUFFS,IA ,51503,7123233703
ST ALBERT THE GREAT ELEMENTARY SCHOOL,CALIFORNIA,RANCHO DOMINGUEZ,CA ,90220,3103234559
ST ALBERT THE GREAT MIDDLE SCHOOL,CALIFORNIA,RANCHO DOMINGUEZ,CA ,90220,3105153891
ST ALBERT THE GREAT SCHOOL,PENNSYLVANIA,HUNTINGDON VALLEY,PA ,19006,2159472332
ST ALBERT THE GREAT SCHOOL,KENTUCKY,LOUISVILLE,KY ,40222,5024251804
ST ALBERT THE GREAT SCHOOL,ILLINOIS,BURBANK,IL ,60459,7084247757
ST ALBERT THE GREAT SCHOOL,OHIO,NORTH ROYALTON,OH ,44133,4402371032
ST ALBERT THE GREAT SCHOOL,OHIO,KETTERING,OH ,45429,9372939452
ST ALBERT THE GREAT SCHOOL,NEVADA,RENO,NV ,89503,7757473592
ST ALCUIN MONTESSORI SCHOOL,TEXAS,DALLAS,TX ,75230,9722391745
ST ALEXANDER SCHOOL,ILLINOIS,VILLA PARK,IL ,60181,6308343787
ST ALEXANDER SCHOOL,ILLINOIS,PALOS HEIGHTS,IL ,60463,7084480408
ST ALEXIS ELEMENTARY SCHOOL,PENNSYLVANIA,WEXFORD,PA ,15090,7249353940
ST ALFRED CATHOLIC SCHOOL,MICHIGAN,TAYLOR,MI ,48180,3132910247
ST ALOYSIUS ACADEMY,PENNSYLVANIA,BRYN MAWR,PA ,19010,6105251670
ST ALOYSIUS CATHOLIC SCHOOL,WASHINGTON,SPOKANE,WA ,99202,5094897825
ST ALOYSIUS DIOCESAN ELEMENTARY SCHOOL,CONNECTICUT,NEW CANAAN,CT ,06840,2039660786
ST ALOYSIUS EDUCATION CENTER,OHIO,CINCINNATI,OH ,45237,5132427600
ST ALOYSIUS ELEMENTARY ACADEMY,NEW JERSEY,JERSEY CITY,NJ ,07306,2014334270
ST ALOYSIUS ELEMENTARY SCHOOL,OHIO,BOWLING GREEN,OH ,43402,4193528614
ST ALOYSIUS ELEMENTARY SCHOOL,WISCONSIN,KAUKAUNA,WI ,54130,9207665199
ST ALOYSIUS ELEMENTARY SCHOOL,ILLINOIS,SPRINGFIELD,IL ,62702,2175444553
ST ALOYSIUS ELEMENTARY SCHOOL,CALIFORNIA,TULARE,CA ,93274,5596866250
ST ALOYSIUS GONZAGA ACADEMY,KENTUCKY,SHEPHERDSVILLE,KY ,40165,5025436721
ST ALOYSIUS GONZAGA SCHOOL,OHIO,CINCINNATI,OH ,45211,5135744035
ST ALOYSIUS GONZAGA SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90001,3235824965
ST ALOYSIUS ON THE OHIO SCHOOL,OHIO,CINCINNATI,OH ,45233,5139417831
ST ALOYSIUS REGIONAL SCHOOL,NEW YORK,SPRINGVILLE,NY ,14141,7165927002
ST ALOYSIUS SCHOOL,NEW YORK,NEW YORK,NY ,10027,2122830921
ST ALOYSIUS SCHOOL,OHIO,EAST LIVERPOOL,OH ,43920,3303855963
ST ALOYSIUS SCHOOL,WISCONSIN,SAUK CITY,WI ,53583,6086436868
ST ALOYSIUS SCHOOL,KENTUCKY,PEWEE VALLEY,KY ,40056,5022418516
ST ALOYSIUS SCHOOL,LOUISIANA,BATON ROUGE,LA ,70808,2253833871
ST ALOYSIUS SCHOOL,ALABAMA,BESSEMER,AL ,35022,2054250045
ST ALOYSIUS SCHOOL,INDIANA,YODER,IN ,46798,2606227151
ST ALPHONSUS ELEMENTARY CATHOLIC SCHOOL,PENNSYLVANIA,MAPLE GLEN,PA ,19002,2156460150
ST ALPHONSUS ELEMENTARY SCHOOL,MINNESOTA,BROOKLYN CENTER,MN ,55429,7635615101
ST ALPHONSUS ELEMENTARY SCHOOL,MISSISSIPPI,MCCOMB,MS ,39648,6016841843
ST ALPHONSUS LIGUORI SCHOOL,LOUISIANA,GREENWELL SPRINGS,LA ,70739,2252615299
ST ALPHONSUS LIGUORI SCHOOL,ILLINOIS,PROSPECT HEIGHTS,IL ,60070,8472555538
ST ALPHONSUS SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90022,3232685165
ST ALPHONSUS SCHOOL,MISSOURI,SILEX,MO ,63377,5733845305
ST ALPHONSUS SCHOOL,WISCONSIN,NEW MUNSTER,WI ,53152,2625374379
ST ALPHONSUS SCHOOL,WISCONSIN,GREENDALE,WI ,53129,4144211760
ST ALPHONSUS SCHOOL,MISSISSIPPI,OCEAN SPRINGS,MS ,39564,2288755329
ST ALPHONSUS SCHOOL,WASHINGTON,SEATTLE,WA ,98107,2067824363
ST ALPHONSUS SCHOOL,PENNSYLVANIA,WEXFORD,PA ,15090,7249351152
ST ALPHONSUS SCHOOL,NORTH DAKOTA,LANGDON,ND ,58249,7012562354
ST ALPHONSUS SCHOOL EARLY CHILDHOOD EDUCATION CTR,LOUISIANA,NEW ORLEANS,LA ,70130,5045236594
ST ALPHONSUS/ST PATRICK SCHOOL,ILLINOIS,LEMONT,IL ,60439,6307832220
ST AMBROSE ACADEMY,WISCONSIN,MADISON,WI ,53717,6088275863
ST AMBROSE CATHOLIC SCHOOL,ILLINOIS,GODFREY,IL ,62035,6184664216
ST AMBROSE CATHOLIC SCHOOL,MARYLAND,BALTIMORE,MD ,21215,4106642373
ST AMBROSE ELEMENTARY SCHOOL,INDIANA,SEYMOUR,IN ,47274,8125223522
ST AMBROSE ELEMENTARY SCHOOL,FLORIDA,DEERFIELD BEACH,FL ,33441,9544272226
ST AMBROSE ELEMENTARY SCHOOL,MARYLAND,CHEVERLY,MD ,20785,3017730223
ST AMBROSE OF WOODBURY CATHOLIC SCHOOL,MINNESOTA,WOODBURY,MN ,55129,6517683000
ST AMBROSE SCHOOL,PENNSYLVANIA,SCHUYLKILL HAVEN,PA ,17972,5703852377
ST AMBROSE SCHOOL,TEXAS,HOUSTON,TX ,77092,7136866990
ST AMBROSE SCHOOL,OHIO,BRUNSWICK,OH ,44212,3302252116
ST AMBROSE SCHOOL,NEW JERSEY,OLD BRIDGE,NJ ,08857,7326794700
ST AMBROSE SCHOOL,NEW YORK,LATHAM,NY ,12110,5187856453
ST AMBROSE SCHOOL,MISSOURI,CHAFFEE,MO ,63740,5738876711
ST AMBROSE SCHOOL,MISSOURI,SAINT LOUIS,MO ,63110,3147721437
ST AMBROSE SCHOOL,ARIZONA,TUCSON,AZ ,85716,5208828678
ST AMBROSE SCHOOL,INDIANA,ANDERSON,IN ,46016,7656428428
ST AMBROSE SCHOOL,CONNECTICUT,BRIDGEPORT,CT ,06610,2033682835
ST AMBROSE SCHOOL,VIRGINIA,ANNANDALE,VA ,22003,7036987171
ST AMELIA SCHOOL,NEW YORK,TONAWANDA,NY ,14150,7168362230
ST ANASTASIA CATHOLIC ELEMENTARY SCHOOL,CALIFORNIA,LOS ANGELES,CA ,90045,3106458816
ST ANASTASIA CATHOLIC SCHOOL,FLORIDA,FORT PIERCE,FL ,34947,7724612232
ST ANASTASIA ELEMENTARY SCHOOL,PENNSYLVANIA,NEWTOWN SQUARE,PA ,19073,6103566225
ST ANASTASIA ELEMENTARY SCHOOL,MINNESOTA,HUTCHINSON,MN ,55350,3205872490
ST ANASTASIA SCHOOL,ILLINOIS,WAUKEGAN,IL ,60085,8476238320
ST ANDREW & ST RITA CATHOLIC ACADEMY,INDIANA,INDIANAPOLIS,IN ,46218,3175496305
ST ANDREW ACADEMY,KENTUCKY,LOUISVILLE,KY ,40258,5029354578
ST ANDREW APOSTLE SCHOOL,MARYLAND,SILVER SPRING,MD ,20902,3016493555
ST ANDREW AVELLINO SCHOOL,NEW YORK,FLUSHING,NY ,11358,7183597887
ST ANDREW CATHOLIC ELEMENTARY,ILLINOIS,ROCK FALLS,IL ,61071,8156251456
ST ANDREW CATHOLIC SCHOOL,ILLINOIS,MURPHYSBORO,IL ,62966,6186872013
ST ANDREW CATHOLIC SCHOOL,FLORIDA,CORAL SPRINGS,FL ,33065,9547531280
ST ANDREW CATHOLIC SCHOOL,FLORIDA,ORLANDO,FL ,32808,4072954230
ST ANDREW CATHOLIC SCHOOL,MINNESOTA,ELK RIVER,MN ,55330,7634412216
ST ANDREW CATHOLIC SCHOOL,TEXAS,FORT WORTH,TX ,76109,8179248917
ST ANDREW CATHOLIC SCHOOL,FLORIDA,CAPE CORAL,FL ,33904,2397723922
ST ANDREW ELEMENTARY SCHOOL,NEBRASKA,TECUMSEH,NE ,68450,4023352234
ST ANDREW ELEMENTARY SCHOOL,KANSAS,INDEPENDENCE,KS ,67301,6203312870
ST ANDREW ELEMENTARY SCHOOL,NEW JERSEY,CLIFTON,NJ ,07012,9734733711
ST ANDREW ELEMENTARY SCHOOL,OHIO,COLUMBUS,OH ,43220,6144511626
ST ANDREW ELEMENTARY SCHOOL,MICHIGAN,GRAND RAPIDS,MI ,49503,6164518463
ST ANDREW ELEMENTARY SCHOOL,CALIFORNIA,PASADENA,CA ,91103,6267967697
ST ANDREW LUTHERAN SCHOOL,COLORADO,DENVER,CO ,80239,3033717014
ST ANDREW LUTHERAN SCHOOL,ILLINOIS,CHICAGO,IL ,60609,7733765370
ST ANDREW LUTHERAN SCHOOL,MINNESOTA,SAINT PAUL PARK,MN ,55071,6514593021
ST ANDREW NATIVITY SCHOOL,OREGON,PORTLAND,OR ,97211,5033359600
ST ANDREW PARISH SCHOOL,WISCONSIN,DELAVAN,WI ,53115,2627286211
ST ANDREW SCHOOL,PENNSYLVANIA,JOHNSTOWN,PA ,15905,8142882811
ST ANDREW SCHOOL,PENNSYLVANIA,WAYNESBORO,PA ,17268,7177623221
ST ANDREW SCHOOL,PENNSYLVANIA,NEWTOWN,PA ,18940,2159682685
ST ANDREW SCHOOL,PENNSYLVANIA,DREXEL HILL,PA ,19026,6102595145
ST ANDREW SCHOOL,MISSOURI,TIPTON,MO ,65081,6604332232
ST ANDREW SCHOOL,CONNECTICUT,BRIDGEPORT,CT ,06606,2033731552
ST ANDREW SCHOOL,ILLINOIS,CHICAGO,IL ,60613,7732482500
ST ANDREW SCHOOL,OHIO,MILFORD,OH ,45150,5138315277
ST ANDREW SCHOOL,MONTANA,HELENA,MT ,59624,4064493201
ST ANDREW THE APOSTLE,ILLINOIS,ROMEOVILLE,IL ,60446,8158865953
ST ANDREW THE APOSTLE PARISH SCHOOL,MISSOURI,GLADSTONE,MO ,64119,8164547377
ST ANDREW THE APOSTLE SCHOOL,VIRGINIA,CLIFTON,VA ,20124,7038171774
ST ANDREW THE APOSTLE SCHOOL,LOUISIANA,NEW ORLEANS,LA ,70131,5043944171
ST ANDREW'S ACADEMY,CALIFORNIA,LAKE ALMANOR,CA ,96137,5305963343
ST ANDREW'S COUNTRY DAY SCHOOL,NEW YORK,KENMORE,NY ,14217,7168770422
ST ANDREW'S ELEMENTARY SCHOOL,KANSAS,ABILENE,KS ,67410,7852632453
ST ANDREW'S EPISCOPAL ACADEMY,FLORIDA,FORT PIERCE,FL ,34950,7724617689
ST ANDREW'S EPISCOPAL SCHOOL,LOUISIANA,NEW ORLEANS,LA ,70118,5048613743
ST ANDREW'S EPISCOPAL SCHOOL,CALIFORNIA,SARATOGA,CA ,95070,4088673785
ST ANDREW'S EPISCOPAL SCHOOL,TEXAS,AUSTIN,TX ,78705,5122999800
ST ANDREW'S EPISCOPAL SCHOOL,TEXAS,AMARILLO,TX ,79102,8063769501
ST ANDREW'S EPISCOPAL SCHOOL,MARYLAND,POTOMAC,MD ,20854,3019835200
ST ANDREW'S EPISCOPAL SCHOOL,MISSISSIPPI,RIDGELAND,MS ,39157,6018536011
ST ANDREW'S NURSERY SCHOOL & KINDERGARTEN,NEW JERSEY,CHERRY HILL,NJ ,08002,8564294470
ST ANDREW'S NURSERY SCHOOL & KINDERGARTEN,NEW JERSEY,NEW PROVIDENCE,NJ ,07974,9084644878
ST ANDREW'S PRESCHOOL & KINDERGARTEN,GEORGIA,PEACHTREE CITY,GA ,30269,7704868203
ST ANDREW'S PRESCHOOL & KINDERGARTEN,ARIZONA,TUCSON,AZ ,85704,5207422969
ST ANDREW'S SCHOOL,TENNESSEE,SEVIERVILLE,TN ,37862,8654295437
ST ANDREW'S SCHOOL,FLORIDA,BOCA RATON,FL ,33434,5612102012
ST ANDREW'S SCHOOL,VIRGINIA,RICHMOND,VA ,23220,8046484545
ST ANDREW'S SCHOOL,DELAWARE,MIDDLETOWN,DE ,19709,3022854213
ST ANDREW'S SCHOOL,GEORGIA,SAVANNAH,GA ,31410,9128974941
ST ANDREW'S UNITED METHODIST DAY SCHOOL,MARYLAND,EDGEWATER,MD ,21037,4102660952
ST ANDREW'S-SEWANEE SCHOOL,TENNESSEE,SEWANEE,TN ,37375,9315985651
ST ANDREW-ST ELIZABETH ANN SETON SCHOOL,OHIO,MILFORD,OH ,45150,5135750093
ST ANDREWS CATHOLIC SCHOOL,SOUTH CAROLINA,MYRTLE BEACH,SC ,29577,8434486062
ST ANDREWS EPISCOPAL DAY SCHOOL,SOUTH CAROLINA,MOUNT PLEASANT,SC ,29464,8432844355
ST ANDREWS EPISCOPAL SCHOOL,VIRGINIA,NEWPORT NEWS,VA ,23601,7575966261
ST ANDREWS LUTHERAN SCHOOL,ILLINOIS,PARK RIDGE,IL ,60068,8478239308
ST ANDREWS METHODIST KINDERGARTEN,SOUTH CAROLINA,ORANGEBURG,SC ,29115,8035363193
ST ANDREWS MONTESSORI PRESCHOOL,GEORGIA,MACON,GA ,31210,4784744465
ST ANDREWS NURSERY SCHOOL,PENNSYLVANIA,YARDLEY,PA ,19067,2153690773
ST ANDREWS PRESCHOOL & KINDERGARTEN,CALIFORNIA,LOS ANGELES,CA ,90005,2133850905
ST ANDREWS PRIORY SCHOOL,HAWAII,HONOLULU,HI ,96813,8085366102
ST ANDREWS SCHOOL,RHODE ISLAND,BARRINGTON,RI ,02806,4012461230
ST ANDREWS UMC WEEKDAY SCHOOL,TEXAS,SAN ANTONIO,TX ,78209,2108248737
ST ANGELA ELEMENTARY SCHOOL,ILLINOIS,CHICAGO,IL ,60651,7736262655
ST ANGELA MERICI ELEMENTARY SCHOOL,PENNSYLVANIA,WHITE OAK,PA ,15131,4126722360
ST ANGELA MERICI ELEMENTARY SCHOOL,MISSOURI,FLORISSANT,MO ,63034,3148318012
ST ANGELA MERICI ELEMENTARY SCHOOL,OHIO,FAIRVIEW PARK,OH ,44126,4403332126
ST ANGELA MERICI SCHOOL,LOUISIANA,METAIRIE,LA ,70002,5048358491
ST ANGELA MERICI SCHOOL,CALIFORNIA,BREA,CA ,92821,7145296372
ST ANGELA MERICI SCHOOL,NEW YORK,BRONX,NY ,10451,7182933365
ST ANN,OHIO,FREMONT,OH ,43420,4193322461
ST ANN CATHOLIC SCHOOL,OHIO,HAMILTON,OH ,45015,5138630604
ST ANN CATHOLIC SCHOOL,NORTH CAROLINA,CHARLOTTE,NC ,28209,7045254938
ST ANN CATHOLIC SCHOOL,MISSOURI,SAINT LOUIS,MO ,63121,3143810113
ST ANN CATHOLIC SCHOOL,FLORIDA,WEST PALM BEACH,FL ,33401,5618323676
ST ANN ELEMENTARY SCHOOL,LOUISIANA,METAIRIE,LA ,70006,5044558383
ST ANN ELEMENTARY SCHOOL,MICHIGAN,CADILLAC,MI ,49601,2317751304
ST ANN ELEMENTARY SCHOOL,ILLINOIS,CHICAGO,IL ,60608,3128294153
ST ANN ELEMENTARY SCHOOL,NEW JERSEY,LAWRENCEVILLE,NJ ,08648,6098828077
ST ANN ELEMENTARY SCHOOL,NORTH CAROLINA,FAYETTEVILLE,NC ,28301,9104833902
ST ANN ELEMENTARY SCHOOL,PENNSYLVANIA,EMMAUS,PA ,18049,6109659220
ST ANN ELEMENTARY SCHOOL,VIRGINIA,ARLINGTON,VA ,22205,7035257599
ST ANN GRADE SCHOOL,NEW JERSEY,RARITAN,NJ ,08869,9087257787
ST ANN INTERPAROCHIAL SCHOOL,KENTUCKY,MORGANFIELD,KY ,42437,2703891898
ST ANN REGIONAL SCHOOL,NEW JERSEY,WILDWOOD,NJ ,08260,6095222704
ST ANN S SCHOOL,TEXAS,MIDLAND,TX ,79701,4326844563
ST ANN SCHOOL,TENNESSEE,NASHVILLE,TN ,37209,6152690568
ST ANN SCHOOL,WISCONSIN,STOUGHTON,WI ,53589,6088733343
ST ANN SCHOOL,NEW YORK,YONKERS,NY ,10701,9149654333
ST ANN SCHOOL,NEW YORK,NEW YORK,NY ,10029,2127221295
ST ANN SCHOOL,NEW YORK,BRONX,NY ,10467,7186553449
ST ANN SCHOOL,OHIO,CLEVELAND HEIGHTS,OH ,44118,2169324177
ST ANN SCHOOL,NEW YORK,HORNELL,NY ,14843,6073240733
ST ANN SCHOOL,KENTUCKY,HOWARDSTOWN,KY ,40051,5025497310
ST ANN SCHOOL,DELAWARE,WILMINGTON,DE ,19806,3026526567
ST ANN SCHOOL,FLORIDA,NAPLES,FL ,34102,2392624110
ST ANN SCHOOL,ALABAMA,DECATUR,AL ,35603,2563536543
ST ANN SCHOOL,MASSACHUSETTS,WOLLASTON,MA ,02170,6174719071
ST ANN SCHOOL,MASSACHUSETTS,GLOUCESTER,MA ,01930,9782833455
ST ANN SCHOOL,ILLINOIS,NASHVILLE,IL ,62263,6183278741
ST ANN SCHOOL,CALIFORNIA,RIDGECREST,CA ,93555,7603754713
ST ANN SCHOOL,CONNECTICUT,BRIDGEPORT,CT ,06605,2033345856
ST ANN SCHOOL,CONNECTICUT,MILFORD,CT ,06460,2038782738
ST ANN SCHOOL,KANSAS,PRAIRIE VILLAGE,KS ,66208,9136601101
ST ANN SCHOOL,NEW YORK,STATEN ISLAND,NY ,10304,7183514343
ST ANN'S CATHOLIC SCHOOL,MINNESOTA,WADENA,MN ,56482,2186312631
ST ANN'S CATHOLIC SCHOOL,NORTH DAKOTA,BELCOURT,ND ,58316,7014772667
ST ANN'S HOME INC,MASSACHUSETTS,METHUEN,MA ,01844,9786825276
ST ANN'S MODEL SCHOOLS,HAWAII,KANEOHE,HI ,96744,8082473092
ST ANN'S PARISH SCHOOL,NEW YORK,OSSINING,NY ,10562,9149410312
ST ANN'S SCHOOL,NEW YORK,BROOKLYN,NY ,11201,7185221660
ST ANNA SCHOOL,MASSACHUSETTS,LEOMINSTER,MA ,01453,9785344770
ST ANNE,CALIFORNIA,LAGUNA NIGUEL,CA ,92677,9492766773
ST ANNE CATHOLIC SCHOOL,OREGON,GRANTS PASS,OR ,97526,5414791582
ST ANNE CATHOLIC SCHOOL,TEXAS,TOMBALL,TX ,77375,2813510093
ST ANNE CATHOLIC SCHOOL,NEVADA,LAS VEGAS,NV ,89104,7027352586
ST ANNE CATHOLIC SCHOOL,SOUTH CAROLINA,SUMTER,SC ,29150,8037753632
ST ANNE CATHOLIC SCHOOL,TEXAS,HOUSTON,TX ,77098,7135263279
ST ANNE CATHOLIC SCHOOL,TEXAS,BEAUMONT,TX ,77702,4098325939
ST ANNE ELEMENTARY SCHOOL,PENNSYLVANIA,PITTSBURGH,PA ,15234,4125617720
ST ANNE ELEMENTARY SCHOOL,MASSACHUSETTS,WEBSTER,MA ,01570,5089432735
ST ANNE ELEMENTARY SCHOOL,MINNESOTA,LE SUEUR,MN ,56058,5076652489
ST ANNE ELEMENTARY SCHOOL,MICHIGAN,LINWOOD,MI ,48634,9896973100
ST ANNE ELEMENTARY SCHOOL,KANSAS,WICHITA,KS ,67217,3165226131
ST ANNE ELEMENTARY SCHOOL,CALIFORNIA,SAN FRANCISCO,CA ,94122,4156647977
ST ANNE ELEMENTARY SCHOOL,ILLINOIS,DIXON,IL ,61021,8152885619
ST ANNE INSTITUTE,NEW YORK,ALBANY,NY ,12206,5184376502
ST ANNE MONTESSORI SCHOOL,MASSACHUSETTS,MARLBOROUGH,MA ,01752,5085971416
ST ANNE MONTESSORI SCHOOL,CALIFORNIA,GLENDALE,CA ,91205,8182440111
ST ANNE PACELLI CATHOLIC SCHOOL,GEORGIA,COLUMBUS,GA ,31907,7065618232
ST ANNE ROMAN-CATHOLIC-GRADE SCHOOL,MICHIGAN,WARREN,MI ,48092,5862642911
ST ANNE SCHOOL,MINNESOTA,WABASSO,MN ,56293,5073425389
ST ANNE SCHOOL,CALIFORNIA,SANTA ANA,CA ,92707,7145429328
ST ANNE SCHOOL,CALIFORNIA,LODI,CA ,95240,2093337580
ST ANNE SCHOOL,CALIFORNIA,PORTERVILLE,CA ,93257,5597844096
ST ANNE SCHOOL,ILLINOIS,BARRINGTON,IL ,60010,8473810311
ST ANNE SCHOOL,SOUTH CAROLINA,ROCK HILL,SC ,29730,8033244814
ST ANNE SCHOOL,WASHINGTON,SEATTLE,WA ,98119,2062823538
ST ANNE SCHOOL,NEW JERSEY,FAIR LAWN,NJ ,07410,2017963353
ST ANNE SCHOOL,NORTH DAKOTA,BISMARCK,ND ,58501,7012233373
ST ANNE SCHOOL,PENNSYLVANIA,PHILADELPHIA,PA ,19125,2156344231
ST ANNE SCHOOL,PENNSYLVANIA,LANCASTER,PA ,17602,7173946711
ST ANNE'S ELEMENTARY SCHOOL,NEW JERSEY,JERSEY CITY,NJ ,07307,2016590450
ST ANNE'S PARISH DAY SCHOOL,NORTH CAROLINA,JACKSONVILLE,NC ,28540,9103470755
ST ANNE'S SCHOOL,WISCONSIN,SOMERSET,WI ,54025,7152473762
ST ANNE'S-BELFIELD SCHOOL,VIRGINIA,CHARLOTTESVILLE,VA ,22903,4342965106
ST ANNES DAY SCHOOL,GEORGIA,ATLANTA,GA ,30327,4042377024
ST ANNES DAY SCHOOL OF ANNAPOLIS,MARYLAND,ANNAPOLIS,MD ,21403,4102638650
ST ANNES EARLY LEARNING CENTER,ILLINOIS,HAZEL CREST,IL ,60429,7083354831
ST ANNES EPISCOPAL SCHOOL,COLORADO,DENVER,CO ,80210,3037569481
ST ANNES EPISCOPAL SCHOOL,DELAWARE,MIDDLETOWN,DE ,19709,3023783179
ST ANNES SCHOOL,NEW YORK,GARDEN CITY,NY ,11530,5163521205
ST ANNES SCHOOL,VIRGINIA,BRISTOL,VA ,24201,2766690048
ST ANNES SCHOOL,CALIFORNIA,SANTA MONICA,CA ,90404,3108292775
ST ANNS ACADEMY,DISTRICT OF COLUMBIA,WASHINGTON,DC ,20016,2023634460
ST ANNS SCHOOL,MISSOURI,CARTHAGE,MO ,64836,4173582674
ST ANSELM ELEMENTARY SCHOOL,NEW YORK,BROOKLYN,NY ,11209,7187457643
ST ANSELM ELEMENTARY SCHOOL,PENNSYLVANIA,PHILADELPHIA,PA ,19154,2156321133
ST ANSELM ELEMENTARY SCHOOL,OHIO,CHESTERLAND,OH ,44026,4407297806
ST ANSELM ELEMENTARY SCHOOL,MICHIGAN,DEARBORN HEIGHTS,MI ,48127,3135633430
ST ANSELM SCHOOL,CALIFORNIA,SAN ANSELMO,CA ,94960,4154548667
ST ANSELM'S ABBEY SCHOOL,DISTRICT OF COLUMBIA,WASHINGTON,DC ,20017,2022692350
ST ANTHONY - IMMACULATE CONCEPTION SCHOOL,CALIFORNIA,SAN FRANCISCO,CA ,94110,4156482008
ST ANTHONY CATHOLIC HIGH SCHOOL,TEXAS,SAN ANTONIO,TX ,78212,2108325611
ST ANTHONY CATHOLIC SCHOOL,TEXAS,SAN ANTONIO,TX ,78212,2107328801
ST ANTHONY CATHOLIC SCHOOL,TEXAS,HARLINGEN,TX ,78550,9564232486
ST ANTHONY CATHOLIC SCHOOL,SOUTH CAROLINA,FLORENCE,SC ,29501,8436621910
ST ANTHONY CATHOLIC SCHOOL,WEST VIRGINIA,CHARLESTON,WV ,25302,3043468441
ST ANTHONY CATHOLIC SCHOOL,CALIFORNIA,OAKLAND,CA ,94606,5105343334
ST ANTHONY CATHOLIC SCHOOL,MICHIGAN,TEMPERANCE,MI ,48182,7348541160
ST ANTHONY CATHOLIC SCHOOL,DISTRICT OF COLUMBIA,WASHINGTON,DC ,20017,2025264657
ST ANTHONY CATHOLIC SCHOOL,FLORIDA,LAKELAND,FL ,33809,8638580671
ST ANTHONY CATHOLIC SCHOOL,INDIANA,INDIANAPOLIS,IN ,46222,3176363739
ST ANTHONY CATHOLIC SCHOOL,MISSISSIPPI,MADISON,MS ,39110,6016077054
ST ANTHONY DAYCARE/LEARNING CENTER,TEXAS,SAN ANTONIO,TX ,78211,2109244443
ST ANTHONY DE PADUA SCHOOL,INDIANA,SOUTH BEND,IN ,46615,5742337169
ST ANTHONY ELEMENTARY SCHOOL,INDIANA,CLARKSVILLE,IN ,47129,8122822144
ST ANTHONY ELEMENTARY SCHOOL,ILLINOIS,EFFINGHAM,IL ,62401,2173470419
ST ANTHONY ELEMENTARY SCHOOL,IOWA,DES MOINES,IA ,50315,5152431874
ST ANTHONY ELEMENTARY SCHOOL,CALIFORNIA,FRESNO,CA ,93704,5594350700
ST ANTHONY ELEMENTARY SCHOOL,COLORADO,STERLING,CO ,80751,9705227567
ST ANTHONY ELEMENTARY SCHOOL,KENTUCKY,TAYLOR MILL,KY ,41015,8594315987
ST ANTHONY ELEMENTARY SCHOOL,CALIFORNIA,LONG BEACH,CA ,90802,5624325946
ST ANTHONY ELEMENTARY SCHOOL,WASHINGTON,RENTON,WA ,98057,4252550059
ST ANTHONY ELEMENTARY SCHOOL,OHIO,DAYTON,OH ,45410,9372536251
ST ANTHONY ELEMENTARY SCHOOL,MISSOURI,SULLIVAN,MO ,63080,5734684423
ST ANTHONY GRADE SCHOOL,WISCONSIN,PEWAUKEE,WI ,53072,2626910460
ST ANTHONY GRADE SCHOOL,HAWAII,WAILUKU,HI ,96793,8082444976
ST ANTHONY HIGH SCHOOL,ILLINOIS,EFFINGHAM,IL ,62401,2173426969
ST ANTHONY HIGH SCHOOL,CALIFORNIA,LONG BEACH,CA ,90802,5624354496
ST ANTHONY HIGH SCHOOL,NEW JERSEY,JERSEY CITY,NJ ,07302,2016535143
ST ANTHONY INDIAN SCHOOL,NEW MEXICO,ZUNI,NM ,87327,5057824596
ST ANTHONY INTERPAROCHIAL CATHOLIC SCHOOL,FLORIDA,SAN ANTONIO,FL ,33576,3525883041
ST ANTHONY JR/SR HIGH SCHOOL,HAWAII,WAILUKU,HI ,96793,8082444190
ST ANTHONY OF PADUA,NEW JERSEY,BUTLER,NJ ,07405,9738380854
ST ANTHONY OF PADUA CATHOLIC SCHOOL,WISCONSIN,PARK FALLS,WI ,54552,7157624476
